,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
204,LP001691,Male,Yes,2,Not Graduate,No,Semiurban,Y,3917,0.0,124.0,360.0,1.0
205,LP001692,Female,No,0,Not Graduate,No,Semiurban,Y,4408,0.0,120.0,360.0,1.0
206,LP001693,Female,No,0,Graduate,No,Urban,Y,3244,0.0,80.0,360.0,1.0
207,LP001698,Male,No,0,Not Graduate,No,Rural,Y,3975,2531.0,55.0,360.0,1.0
208,LP001699,Male,No,0,Graduate,No,Urban,Y,2479,0.0,59.0,360.0,1.0
209,LP001702,Male,No,0,Graduate,No,Semiurban,N,3418,0.0,127.0,360.0,1.0
210,LP001708,Female,No,0,Graduate,No,Semiurban,N,10000,0.0,214.0,360.0,1.0
211,LP001711,Male,Yes,3+,Graduate,No,Semiurban,N,3430,1250.0,128.0,360.0,0.0
212,LP001713,Male,Yes,1,Graduate,Yes,Urban,Y,7787,0.0,240.0,360.0,1.0
213,LP001715,Male,Yes,3+,Not Graduate,Yes,Rural,Y,5703,0.0,130.0,360.0,1.0
214,LP001716,Male,Yes,0,Graduate,No,Urban,Y,3173,3021.0,137.0,360.0,1.0
215,LP001720,Male,Yes,3+,Not Graduate,No,Semiurban,Y,3850,983.0,100.0,360.0,1.0
216,LP001722,Male,Yes,0,Graduate,No,Rural,N,150,1800.0,135.0,360.0,1.0
217,LP001726,Male,Yes,0,Graduate,No,Semiurban,Y,3727,1775.0,131.0,360.0,1.0
218,LP001732,Male,Yes,2,Graduate,No,Semiurban,N,5000,0.0,72.0,360.0,0.0
219,LP001734,Female,Yes,2,Graduate,No,Semiurban,Y,4283,2383.0,127.0,360.0,0.8421985815602837
220,LP001736,Male,Yes,0,Graduate,No,Urban,N,2221,0.0,60.0,360.0,0.0
221,LP001743,Male,Yes,2,Graduate,No,Semiurban,Y,4009,1717.0,116.0,360.0,1.0
222,LP001744,Male,No,0,Graduate,No,Semiurban,Y,2971,2791.0,144.0,360.0,1.0
223,LP001749,Male,Yes,0,Graduate,No,Semiurban,Y,7578,1010.0,175.0,342.0,1.0
224,LP001750,Male,Yes,0,Graduate,No,Semiurban,Y,6250,0.0,128.0,360.0,1.0
225,LP001751,Male,Yes,0,Graduate,No,Rural,N,3250,0.0,170.0,360.0,1.0
226,LP001754,Male,Yes,0,Not Graduate,Yes,Urban,N,4735,0.0,138.0,360.0,1.0
227,LP001758,Male,Yes,2,Graduate,No,Semiurban,Y,6250,1695.0,210.0,360.0,1.0
228,LP001760,Male,Yes,0,Graduate,No,Semiurban,Y,4758,0.0,158.0,480.0,1.0
229,LP001761,Male,No,0,Graduate,Yes,Rural,Y,6400,0.0,200.0,360.0,1.0
230,LP001765,Male,Yes,1,Graduate,No,Semiurban,Y,2491,2054.0,104.0,360.0,1.0
231,LP001768,Male,Yes,0,Graduate,No,Rural,Y,3716,0.0,42.0,180.0,1.0
232,LP001770,Male,No,0,Not Graduate,No,Rural,Y,3189,2598.0,120.0,342.0,1.0
233,LP001776,Female,No,0,Graduate,No,Semiurban,Y,8333,0.0,280.0,360.0,1.0
234,LP001778,Male,Yes,1,Graduate,No,Semiurban,Y,3155,1779.0,140.0,360.0,1.0
235,LP001784,Male,Yes,1,Graduate,No,Rural,Y,5500,1260.0,170.0,360.0,1.0
236,LP001786,Male,Yes,0,Graduate,No,Urban,N,5746,0.0,255.0,360.0,0.8421985815602837
237,LP001788,Female,No,0,Graduate,Yes,Urban,Y,3463,0.0,122.0,360.0,0.8421985815602837
238,LP001790,Female,No,1,Graduate,No,Rural,Y,3812,0.0,112.0,360.0,1.0
239,LP001792,Male,Yes,1,Graduate,No,Semiurban,Y,3315,0.0,96.0,360.0,1.0
240,LP001798,Male,Yes,2,Graduate,No,Rural,Y,5819,5000.0,120.0,360.0,1.0
241,LP001800,Male,Yes,1,Not Graduate,No,Urban,N,2510,1983.0,140.0,180.0,1.0
242,LP001806,Male,No,0,Graduate,No,Urban,Y,2965,5701.0,155.0,60.0,1.0
243,LP001807,Male,Yes,2,Graduate,Yes,Rural,Y,6250,1300.0,108.0,360.0,1.0
244,LP001811,Male,Yes,0,Not Graduate,No,Semiurban,Y,3406,4417.0,123.0,360.0,1.0
245,LP001813,Male,No,0,Graduate,Yes,Urban,N,6050,4333.0,120.0,180.0,1.0
246,LP001814,Male,Yes,2,Graduate,No,Urban,Y,9703,0.0,112.0,360.0,1.0
247,LP001819,Male,Yes,1,Not Graduate,No,Urban,Y,6608,0.0,137.0,180.0,1.0
248,LP001824,Male,Yes,1,Graduate,No,Semiurban,Y,2882,1843.0,123.0,480.0,1.0
249,LP001825,Male,Yes,0,Graduate,No,Urban,Y,1809,1868.0,90.0,360.0,1.0
250,LP001835,Male,Yes,0,Not Graduate,No,Semiurban,N,1668,3890.0,201.0,360.0,0.0
251,LP001836,Female,No,2,Graduate,No,Urban,N,3427,0.0,138.0,360.0,1.0
252,LP001841,Male,No,0,Not Graduate,Yes,Rural,Y,2583,2167.0,104.0,360.0,1.0
253,LP001843,Male,Yes,1,Not Graduate,No,Semiurban,Y,2661,7101.0,279.0,180.0,1.0
254,LP001844,Male,No,0,Graduate,Yes,Urban,N,16250,0.0,192.0,360.0,0.0
255,LP001846,Female,No,3+,Graduate,No,Rural,Y,3083,0.0,255.0,360.0,1.0
256,LP001849,Male,No,0,Not Graduate,No,Rural,N,6045,0.0,115.0,360.0,0.0
257,LP001854,Male,Yes,3+,Graduate,No,Urban,N,5250,0.0,94.0,360.0,1.0
258,LP001859,Male,Yes,0,Graduate,No,Rural,N,14683,2100.0,304.0,360.0,1.0
259,LP001864,Male,Yes,3+,Not Graduate,No,Semiurban,N,4931,0.0,128.0,360.0,0.8421985815602837
260,LP001865,Male,Yes,1,Graduate,No,Urban,Y,6083,4250.0,330.0,360.0,0.8421985815602837
261,LP001868,Male,No,0,Graduate,No,Semiurban,Y,2060,2209.0,134.0,360.0,1.0
262,LP001870,Female,No,1,Graduate,No,Semiurban,N,3481,0.0,155.0,36.0,1.0
263,LP001871,Female,No,0,Graduate,No,Rural,Y,7200,0.0,120.0,360.0,1.0
264,LP001872,Male,No,0,Graduate,Yes,Semiurban,Y,5166,0.0,128.0,360.0,1.0
265,LP001875,Male,No,0,Graduate,No,Rural,Y,4095,3447.0,151.0,360.0,1.0
266,LP001877,Male,Yes,2,Graduate,No,Semiurban,Y,4708,1387.0,150.0,360.0,1.0
267,LP001882,Male,Yes,3+,Graduate,No,Urban,Y,4333,1811.0,160.0,360.0,0.0
268,LP001883,Female,No,0,Graduate,No,Rural,N,3418,0.0,135.0,360.0,1.0
269,LP001884,Female,No,1,Graduate,No,Urban,Y,2876,1560.0,90.0,360.0,1.0
270,LP001888,Female,No,0,Graduate,No,Urban,Y,3237,0.0,30.0,360.0,1.0
271,LP001891,Male,Yes,0,Graduate,No,Urban,Y,11146,0.0,136.0,360.0,1.0
272,LP001892,Male,No,0,Graduate,No,Rural,Y,2833,1857.0,126.0,360.0,1.0
273,LP001894,Male,Yes,0,Graduate,No,Semiurban,Y,2620,2223.0,150.0,360.0,1.0
274,LP001896,Male,Yes,2,Graduate,No,Semiurban,Y,3900,0.0,90.0,360.0,1.0
275,LP001900,Male,Yes,1,Graduate,No,Semiurban,Y,2750,1842.0,115.0,360.0,1.0
276,LP001903,Male,Yes,0,Graduate,No,Semiurban,Y,3993,3274.0,207.0,360.0,1.0
277,LP001904,Male,Yes,0,Graduate,No,Urban,Y,3103,1300.0,80.0,360.0,1.0
278,LP001907,Male,Yes,0,Graduate,No,Semiurban,Y,14583,0.0,436.0,360.0,1.0
279,LP001908,Female,Yes,0,Not Graduate,No,Rural,Y,4100,0.0,124.0,360.0,0.8421985815602837
280,LP001910,Male,No,1,Not Graduate,Yes,Urban,N,4053,2426.0,158.0,360.0,0.0
281,LP001914,Male,Yes,0,Graduate,No,Semiurban,Y,3927,800.0,112.0,360.0,1.0
282,LP001915,Male,Yes,2,Graduate,No,Urban,Y,2301,985.7999877999998,78.0,180.0,1.0
283,LP001917,Female,No,0,Graduate,No,Urban,Y,1811,1666.0,54.0,360.0,1.0
284,LP001922,Male,Yes,0,Graduate,No,Rural,N,20667,0.0,146.41216216216216,360.0,1.0
285,LP001924,Male,No,0,Graduate,No,Rural,Y,3158,3053.0,89.0,360.0,1.0
286,LP001925,Female,No,0,Graduate,Yes,Semiurban,N,2600,1717.0,99.0,300.0,1.0
287,LP001926,Male,Yes,0,Graduate,No,Rural,Y,3704,2000.0,120.0,360.0,1.0
288,LP001931,Female,No,0,Graduate,No,Semiurban,Y,4124,0.0,115.0,360.0,1.0
289,LP001935,Male,No,0,Graduate,No,Rural,Y,9508,0.0,187.0,360.0,1.0
290,LP001936,Male,Yes,0,Graduate,No,Rural,Y,3075,2416.0,139.0,360.0,1.0
291,LP001938,Male,Yes,2,Graduate,No,Semiurban,N,4400,0.0,127.0,360.0,0.0
292,LP001940,Male,Yes,2,Graduate,No,Urban,Y,3153,1560.0,134.0,360.0,1.0
293,LP001945,Female,No,0,Graduate,No,Urban,N,5417,0.0,143.0,480.0,0.0
294,LP001947,Male,Yes,0,Graduate,No,Semiurban,Y,2383,3334.0,172.0,360.0,1.0
295,LP001949,Male,Yes,3+,Graduate,No,Urban,Y,4416,1250.0,110.0,360.0,1.0
296,LP001953,Male,Yes,1,Graduate,No,Semiurban,Y,6875,0.0,200.0,360.0,1.0
297,LP001954,Female,Yes,1,Graduate,No,Urban,Y,4666,0.0,135.0,360.0,1.0
298,LP001955,Female,No,0,Graduate,No,Rural,N,5000,2541.0,151.0,480.0,1.0
299,LP001963,Male,Yes,1,Graduate,No,Urban,N,2014,2925.0,113.0,360.0,1.0
300,LP001964,Male,Yes,0,Not Graduate,No,Urban,N,1800,2934.0,93.0,360.0,0.0
301,LP001972,Male,Yes,0,Not Graduate,No,Semiurban,Y,2875,1750.0,105.0,360.0,1.0
302,LP001974,Female,No,0,Graduate,No,Rural,Y,5000,0.0,132.0,360.0,1.0
303,LP001977,Male,Yes,1,Graduate,No,Urban,Y,1625,1803.0,96.0,360.0,1.0
304,LP001978,Male,No,0,Graduate,No,Rural,Y,4000,2500.0,140.0,360.0,1.0
305,LP001990,Male,No,0,Not Graduate,No,Urban,N,2000,0.0,146.41216216216216,360.0,1.0
306,LP001993,Female,No,0,Graduate,No,Rural,Y,3762,1666.0,135.0,360.0,1.0
307,LP001994,Female,No,0,Graduate,No,Urban,N,2400,1863.0,104.0,360.0,0.0
308,LP001996,Male,No,0,Graduate,No,Rural,N,20233,0.0,480.0,360.0,1.0
309,LP001998,Male,Yes,2,Not Graduate,No,Rural,Y,7667,0.0,185.0,360.0,0.8421985815602837
310,LP002002,Female,No,0,Graduate,No,Semiurban,Y,2917,0.0,84.0,360.0,1.0
311,LP002004,Male,No,0,Not Graduate,No,Semiurban,Y,2927,2405.0,111.0,360.0,1.0
312,LP002006,Female,No,0,Graduate,No,Rural,Y,2507,0.0,56.0,360.0,1.0
313,LP002008,Male,Yes,2,Graduate,Yes,Rural,Y,5746,0.0,144.0,84.0,0.8421985815602837
314,LP002024,Male,Yes,0,Graduate,No,Rural,N,2473,1843.0,159.0,360.0,1.0
315,LP002031,Male,Yes,1,Not Graduate,No,Urban,Y,3399,1640.0,111.0,180.0,1.0
316,LP002035,Male,Yes,2,Graduate,No,Semiurban,Y,3717,0.0,120.0,360.0,1.0
317,LP002036,Male,Yes,0,Graduate,No,Urban,Y,2058,2134.0,88.0,360.0,0.8421985815602837
318,LP002043,Female,No,1,Graduate,No,Semiurban,Y,3541,0.0,112.0,360.0,0.8421985815602837
319,LP002050,Male,Yes,1,Graduate,Yes,Rural,N,10000,0.0,155.0,360.0,1.0
320,LP002051,Male,Yes,0,Graduate,No,Semiurban,Y,2400,2167.0,115.0,360.0,1.0
321,LP002053,Male,Yes,3+,Graduate,No,Semiurban,Y,4342,189.0,124.0,360.0,1.0
322,LP002054,Male,Yes,2,Not Graduate,No,Rural,Y,3601,1590.0,146.41216216216216,360.0,1.0
323,LP002055,Female,No,0,Graduate,No,Rural,Y,3166,2985.0,132.0,360.0,0.8421985815602837
324,LP002065,Male,Yes,3+,Graduate,No,Rural,Y,15000,0.0,300.0,360.0,1.0
325,LP002067,Male,Yes,1,Graduate,Yes,Rural,N,8666,4983.0,376.0,360.0,0.0
326,LP002068,Male,No,0,Graduate,No,Rural,Y,4917,0.0,130.0,360.0,0.0
327,LP002082,Male,Yes,0,Graduate,Yes,Semiurban,Y,5818,2160.0,184.0,360.0,1.0
328,LP002086,Female,Yes,0,Graduate,No,Urban,N,4333,2451.0,110.0,360.0,1.0
329,LP002087,Female,No,0,Graduate,No,Urban,Y,2500,0.0,67.0,360.0,1.0
330,LP002097,Male,No,1,Graduate,No,Urban,Y,4384,1793.0,117.0,360.0,1.0
331,LP002098,Male,No,0,Graduate,No,Semiurban,Y,2935,0.0,98.0,360.0,1.0
332,LP002100,Male,No,0,Graduate,No,Urban,Y,2833,0.0,71.0,360.0,1.0
333,LP002101,Male,Yes,0,Graduate,No,Urban,Y,63337,0.0,490.0,180.0,1.0
334,LP002103,Male,Yes,1,Graduate,Yes,Urban,Y,9833,1833.0,182.0,180.0,1.0
335,LP002106,Male,Yes,0,Graduate,Yes,Semiurban,Y,5503,4490.0,70.0,342.0,1.0
336,LP002110,Male,Yes,1,Graduate,No,Rural,Y,5250,688.0,160.0,360.0,1.0
337,LP002112,Male,Yes,2,Graduate,Yes,Rural,Y,2500,4600.0,176.0,360.0,1.0
338,LP002113,Female,No,3+,Not Graduate,No,Urban,N,1830,0.0,146.41216216216216,360.0,0.0
339,LP002114,Female,No,0,Graduate,No,Semiurban,Y,4160,0.0,71.0,360.0,1.0
340,LP002115,Male,Yes,3+,Not Graduate,No,Rural,N,2647,1587.0,173.0,360.0,1.0
341,LP002116,Female,No,0,Graduate,No,Rural,N,2378,0.0,46.0,360.0,1.0
342,LP002119,Male,Yes,1,Not Graduate,No,Urban,Y,4554,1229.0,158.0,360.0,1.0
343,LP002126,Male,Yes,3+,Not Graduate,No,Semiurban,Y,3173,0.0,74.0,360.0,1.0
344,LP002128,Male,Yes,2,Graduate,No,Rural,Y,2583,2330.0,125.0,360.0,1.0
345,LP002129,Male,Yes,0,Graduate,No,Semiurban,Y,2499,2458.0,160.0,360.0,1.0
346,LP002130,Male,Yes,0,Not Graduate,No,Rural,N,3523,3230.0,152.0,360.0,0.0
347,LP002131,Male,Yes,2,Not Graduate,No,Urban,Y,3083,2168.0,126.0,360.0,1.0
348,LP002137,Male,Yes,0,Graduate,No,Semiurban,Y,6333,4583.0,259.0,360.0,0.8421985815602837
349,LP002138,Male,Yes,0,Graduate,No,Rural,Y,2625,6250.0,187.0,360.0,1.0
350,LP002139,Male,Yes,0,Graduate,No,Semiurban,Y,9083,0.0,228.0,360.0,1.0
351,LP002140,Male,No,0,Graduate,No,Rural,N,8750,4167.0,308.0,360.0,1.0
352,LP002141,Male,Yes,3+,Graduate,No,Rural,Y,2666,2083.0,95.0,360.0,1.0
353,LP002142,Female,Yes,0,Graduate,Yes,Rural,N,5500,0.0,105.0,360.0,0.0
354,LP002143,Female,Yes,0,Graduate,No,Semiurban,Y,2423,505.0,130.0,360.0,1.0
355,LP002144,Female,No,0,Graduate,No,Urban,Y,3813,0.0,116.0,180.0,1.0
356,LP002149,Male,Yes,2,Graduate,No,Rural,Y,8333,3167.0,165.0,360.0,1.0
357,LP002151,Male,Yes,1,Graduate,No,Urban,N,3875,0.0,67.0,360.0,1.0
358,LP002158,Male,Yes,0,Not Graduate,No,Urban,N,3000,1666.0,100.0,480.0,0.0
359,LP002160,Male,Yes,3+,Graduate,No,Semiurban,Y,5167,3167.0,200.0,360.0,1.0
360,LP002161,Female,No,1,Graduate,No,Semiurban,N,4723,0.0,81.0,360.0,1.0
361,LP002170,Male,Yes,2,Graduate,No,Semiurban,Y,5000,3667.0,236.0,360.0,1.0
362,LP002175,Male,Yes,0,Graduate,No,Urban,Y,4750,2333.0,130.0,360.0,1.0
363,LP002178,Male,Yes,0,Graduate,No,Urban,Y,3013,3033.0,95.0,300.0,0.8421985815602837
364,LP002180,Male,No,0,Graduate,Yes,Rural,Y,6822,0.0,141.0,360.0,1.0
365,LP002181,Male,No,0,Not Graduate,No,Rural,N,6216,0.0,133.0,360.0,1.0
366,LP002187,Male,No,0,Graduate,No,Semiurban,N,2500,0.0,96.0,480.0,1.0
367,LP002188,Male,No,0,Graduate,No,Rural,N,5124,0.0,124.0,342.0,0.0
368,LP002190,Male,Yes,1,Graduate,No,Semiurban,Y,6325,0.0,175.0,360.0,1.0
369,LP002191,Male,Yes,0,Graduate,No,Rural,N,19730,5266.0,570.0,360.0,1.0
370,LP002194,Female,No,0,Graduate,Yes,Semiurban,Y,15759,0.0,55.0,360.0,1.0
371,LP002197,Male,Yes,2,Graduate,No,Semiurban,Y,5185,0.0,155.0,360.0,1.0
372,LP002201,Male,Yes,2,Graduate,Yes,Rural,Y,9323,7873.0,380.0,300.0,1.0
373,LP002205,Male,No,1,Graduate,No,Urban,N,3062,1987.0,111.0,180.0,0.0
374,LP002209,Female,No,0,Graduate,No,Urban,Y,2764,1459.0,110.0,360.0,1.0
375,LP002211,Male,Yes,0,Graduate,No,Urban,Y,4817,923.0,120.0,180.0,1.0
376,LP002219,Male,Yes,3+,Graduate,No,Rural,Y,8750,4996.0,130.0,360.0,1.0
377,LP002223,Male,Yes,0,Graduate,No,Semiurban,Y,4310,0.0,130.0,360.0,0.8421985815602837
378,LP002224,Male,No,0,Graduate,No,Urban,N,3069,0.0,71.0,480.0,1.0
379,LP002225,Male,Yes,2,Graduate,No,Urban,Y,5391,0.0,130.0,360.0,1.0
380,LP002226,Male,Yes,0,Graduate,No,Semiurban,Y,3333,2500.0,128.0,360.0,1.0
381,LP002229,Male,No,0,Graduate,No,Semiurban,Y,5941,4232.0,296.0,360.0,1.0
382,LP002231,Female,No,0,Graduate,No,Urban,Y,6000,0.0,156.0,360.0,1.0
383,LP002234,Male,No,0,Graduate,Yes,Urban,Y,7167,0.0,128.0,360.0,1.0
384,LP002236,Male,Yes,2,Graduate,No,Urban,N,4566,0.0,100.0,360.0,1.0
385,LP002237,Male,No,1,Graduate,No,Urban,Y,3667,0.0,113.0,180.0,1.0
386,LP002239,Male,No,0,Not Graduate,No,Semiurban,Y,2346,1600.0,132.0,360.0,1.0
387,LP002243,Male,Yes,0,Not Graduate,No,Urban,N,3010,3136.0,146.41216216216216,360.0,0.0
388,LP002244,Male,Yes,0,Graduate,No,Urban,Y,2333,2417.0,136.0,360.0,1.0
389,LP002250,Male,Yes,0,Graduate,No,Rural,Y,5488,0.0,125.0,360.0,1.0
390,LP002255,Male,No,3+,Graduate,No,Rural,Y,9167,0.0,185.0,360.0,1.0
391,LP002262,Male,Yes,3+,Graduate,No,Rural,Y,9504,0.0,275.0,360.0,1.0
392,LP002263,Male,Yes,0,Graduate,No,Urban,Y,2583,2115.0,120.0,360.0,0.8421985815602837
393,LP002265,Male,Yes,2,Not Graduate,No,Semiurban,Y,1993,1625.0,113.0,180.0,1.0
394,LP002266,Male,Yes,2,Graduate,No,Urban,Y,3100,1400.0,113.0,360.0,1.0
395,LP002272,Male,Yes,2,Graduate,No,Semiurban,Y,3276,484.0,135.0,360.0,0.8421985815602837
396,LP002277,Female,No,0,Graduate,No,Urban,N,3180,0.0,71.0,360.0,0.0
397,LP002281,Male,Yes,0,Graduate,No,Urban,Y,3033,1459.0,95.0,360.0,1.0
398,LP002284,Male,No,0,Not Graduate,No,Rural,Y,3902,1666.0,109.0,360.0,1.0
399,LP002287,Female,No,0,Graduate,No,Semiurban,N,1500,1800.0,103.0,360.0,0.0
400,LP002288,Male,Yes,2,Not Graduate,No,Urban,N,2889,0.0,45.0,180.0,0.0
401,LP002296,Male,No,0,Not Graduate,No,Rural,N,2755,0.0,65.0,300.0,1.0
402,LP002297,Male,No,0,Graduate,No,Semiurban,Y,2500,20000.0,103.0,360.0,1.0
403,LP002300,Female,No,0,Not Graduate,No,Semiurban,Y,1963,0.0,53.0,360.0,1.0
404,LP002301,Female,No,0,Graduate,Yes,Rural,N,7441,0.0,194.0,360.0,1.0
405,LP002305,Female,No,0,Graduate,No,Semiurban,Y,4547,0.0,115.0,360.0,1.0
406,LP002308,Male,Yes,0,Not Graduate,No,Urban,Y,2167,2400.0,115.0,360.0,1.0
407,LP002314,Female,No,0,Not Graduate,No,Rural,Y,2213,0.0,66.0,360.0,1.0
408,LP002315,Male,Yes,1,Graduate,No,Semiurban,N,8300,0.0,152.0,300.0,0.0
